,social_beta,governance_beta,environment_beta
drove,-0.7173333333333338,-0.20999999999999983,-1.8020000000000007
parking,-1.48078431372549,-2.790392156862745,-7.260980392156864
booked,1.7149999999999999,3.23875,1.9043749999999995
stakeholder,-1.2250980392156867,-1.4723529411764706,-3.256666666666667
caa,0.9209523809523809,0.195,2.3640476190476196
evidentiary,-1.2493750000000003,-0.4293749999999996,-3.9293749999999994
pep,-0.01888888888888874,0.08499999999999965,-1.9316666666666669
sendero,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
hesm,-3.0652631578947385,0.18052631578947412,0.11736842105263111
irving,0.8486274509803925,1.8919607843137258,2.997843137254904
improves,-2.5588888888888883,-2.2905555555555552,-3.557222222222221
nondeductible,0.11959595959595913,-0.7164646464646466,-1.9447474747474742
martin,-1.5559595959595958,-1.8148484848484847,-6.117878787878788
petitioned,0.1551648351648351,-0.17791208791208787,0.8286813186813188
dutch,-1.1258333333333332,0.6308333333333336,1.6600000000000004
nav,-0.8541414141414145,0.02696969696969698,0.6491919191919192
room,0.4804166666666666,0.6766666666666669,0.08708333333333318
buying,1.4743434343434343,0.6336363636363634,-0.3683838383838382
plug,0.42989898989898984,0.7932323232323233,1.6194949494949493
modest,0.986666666666667,-0.574313725490196,-2.4409803921568636
slow,2.28,0.703888888888889,-1.8294444444444438
ebitdax,1.700625,1.9206249999999994,2.9831249999999994
compound,0.4411111111111113,2.1705555555555556,5.837222222222222
alon,-3.1022222222222227,-2.6816666666666666,-4.1483333333333325
considerably,0.16705882352941198,0.033529411764705766,2.2256862745098034
shrink,-0.8964705882352938,-2.5001960784313733,-1.3394117647058827
encana,-0.5304166666666665,-1.1412499999999997,0.9275
polar,0.587368421052632,0.23315789473684242,3.0436842105263184
minimizing,-0.17250000000000007,-0.220625,-1.2737499999999997
abbreviation,-1.5220000000000002,-1.6050000000000002,-0.04899999999999967
prioritizes,-0.794,-0.7249999999999999,1.8950000000000005
suffered,0.6025000000000001,-0.004999999999999965,-3.0018749999999987
heavier,-0.3438383838383837,0.9710101010101012,0.08010101010101046
usual,-0.4283333333333333,-0.18500000000000003,-3.1641666666666675
lawful,-1.4791919191919192,-0.4552525252525253,-2.7663636363636357
repatriate,0.022000000000000155,1.955,1.6829999999999998
welldynamics,0.36631578947368326,-0.3457894736842102,-8.703684210526317
consummation,3.065263157894735,-0.18052631578947387,-0.11736842105263139
disrupted,-0.48784313725490225,-1.2370588235294118,-0.0723529411764703
ministry,-0.4562637362637364,0.048241758241758165,0.468021978021979
sandpiper,-0.8688888888888892,0.390555555555555,3.712777777777778
amsf,0.36631578947368326,-0.3457894736842102,-8.703684210526317
earthquake,0.4671428571428569,-0.09976190476190472,1.5240476190476198
mi,-0.698666666666667,-0.8166666666666669,-1.51
scientific,1.8847058823529412,2.817843137254902,3.613921568627452
helped,0.906666666666666,-0.6873333333333337,-1.4713333333333336
inflationary,1.5623809523809529,2.0573809523809525,4.9335714285714305
mercury,-0.7899999999999999,-2.679375,-1.016875
inspector,0.363809523809524,1.5711904761904767,1.5354761904761915
switzerland,0.22769230769230775,0.4968131868131869,-1.1185714285714285
imperial,-0.8693333333333334,-0.5980000000000002,0.5833333333333338
possession,0.4408080808080809,0.7461616161616161,-0.7689898989898988
arbitral,0.6695833333333334,0.8754166666666665,3.6524999999999994
unjust,-0.41626373626373625,-1.1251648351648351,-0.08780219780219795
resident,0.05749999999999963,-0.8775000000000001,1.464166666666667
contrast,-1.7818749999999994,-0.5518749999999996,-4.658124999999999
enabled,0.7528571428571431,0.6026190476190478,-1.606904761904763
ifo,-0.8688888888888892,0.390555555555555,3.712777777777778
ice,-0.005333333333333457,0.8033333333333333,4.440666666666669
racking,2.4926315789473703,1.8121052631578949,-3.714210526315793
trc,-1.504313725490196,-1.0884313725490196,-1.6335294117647057
fluctuates,-0.13373737373737354,0.08010101010101003,3.9952525252525244
likewise,-0.3386666666666667,-0.5086666666666666,0.1073333333333333
withdraw,0.6504761904761903,-0.5592857142857146,3.79309523809524
resin,1.7134065934065943,1.3297802197802202,3.334175824175826
tonne,0.47809523809523824,0.225952380952381,-0.2907142857142854
drawworks,2.4926315789473703,1.8121052631578949,-3.714210526315793
shamrock,-0.5337500000000001,-1.1731249999999995,-1.2575
chesapeake,-1.0004761904761907,-1.7573809523809527,-2.3502380952380957
ban,2.402222222222222,3.798333333333333,5.420555555555555
alone,-1.2186666666666668,-1.596666666666667,-3.93
malay,-0.8411111111111109,1.890555555555556,2.4072222222222206
sample,2.524375,2.904375,2.369999999999999
curtail,0.8966666666666665,-0.8072222222222221,-0.5461111111111113
stabilization,-0.33285714285714335,0.4859523809523813,-4.245000000000002
esso,-0.4524999999999998,0.8299999999999998,3.058125
completely,1.5749019607843135,0.04529411764705889,-0.4056862745098042
correspond,-0.18458333333333332,0.04000000000000019,-0.8433333333333339
extractive,-0.011999999999999834,1.0770000000000002,3.401
polyolefins,0.644375,1.0300000000000002,3.4893749999999994
realizing,1.0026666666666664,0.12333333333333311,-0.8046666666666668
identifies,0.24312499999999992,0.635625,3.9106249999999996
debtor,-1.1525274725274721,-0.2152747252747252,-0.5515384615384612
client,1.0739999999999998,0.9109999999999998,-0.9270000000000004
learn,0.8590476190476193,-0.7240476190476193,1.9735714285714292
excellence,-1.00375,-0.6643749999999996,-0.7768750000000005
aoc,-0.3306250000000003,-1.87,-3.0637499999999998
fd,0.40131868131868104,-0.37131868131868134,-2.615274725274724
mcfd,0.6054901960784312,-0.30411764705882394,0.5782352941176481
flowline,1.5002197802197803,2.0154945054945053,-1.9097802197802205
finalize,1.3003921568627446,-0.2566666666666668,3.570784313725492
gtl,0.845333333333333,1.7780000000000007,1.4980000000000004
heavily,-0.6912499999999996,-0.25187499999999974,-4.5456249999999985
danish,0.6426666666666667,1.884666666666667,3.0366666666666666
concerned,0.5599999999999999,0.05323232323232339,-1.2497979797979801
nol,0.41,-0.1650000000000003,1.4770000000000003
warmer,0.4157575757575756,-0.2067676767676769,-2.7865656565656574
westex,-1.0522222222222222,-4.087222222222222,-5.181666666666667
esg,-0.7780000000000004,0.4090000000000002,0.6050000000000003
pagepart,0.6399999999999999,0.2929999999999998,5.5630000000000015
opl,1.5099999999999998,1.4081249999999998,3.7237499999999994
opis,-0.3837499999999998,0.22687500000000005,1.27375
ardmore,-0.8807843137254899,-1.5158823529411773,-0.5158823529411766
outlay,0.01866666666666651,0.6886666666666671,-1.3326666666666673
wetland,0.33200000000000024,-0.06499999999999972,0.2510000000000005
ready,-1.7818749999999994,-0.5518749999999996,-4.658124999999999
news,-1.0892307692307697,-0.94956043956044,-4.802307692307694
accruing,0.6212499999999996,1.8293749999999998,4.660625
trail,0.48624999999999957,0.20875000000000005,1.3150000000000004
oppl,-0.7915789473684218,-3.977368421052632,-7.461578947368422
sip,0.8923809523809524,1.0569047619047625,5.2878571428571455
explanation,0.18399999999999953,-0.3486666666666667,-0.1993333333333329
steady,-1.2881249999999993,-1.7112499999999993,-4.998749999999999
quotation,-0.2804395604395602,-0.9209890109890109,2.786703296703296
unscheduled,-0.6500000000000004,0.269,0.24500000000000083
geographyeliminationsmember,1.081111111111111,1.640555555555556,-2.520555555555557
cpsp,0.587368421052632,0.23315789473684242,3.0436842105263184
constituted,1.309333333333333,-0.636666666666667,-2.324666666666667
continuity,0.511875,1.0418749999999999,2.207499999999999
impossible,-0.019375000000000284,-0.11124999999999985,0.7981250000000008
predicting,0.40599999999999997,0.6289999999999998,-2.9889999999999994
neptune,0.8588888888888886,0.8016666666666662,-0.5927777777777776
desired,0.46166666666666617,0.0016666666666667362,-1.50875
pass,0.36525252525252494,0.5689898989898988,-1.0451515151515156
costofsalesmember,-1.6241666666666665,-2.3225000000000002,-1.9725
notable,1.6616666666666668,1.7725,3.2141666666666673
fayetteville,-1.0466666666666666,-1.0983333333333334,-3.6927777777777764
othercurrentliabilitiesmember,0.13090909090909092,0.2720202020202018,-0.02494949494949467
esop,1.1006249999999995,0.15812500000000007,0.6049999999999999
delta,-1.094,-0.09099999999999953,-3.975000000000001
interconnects,-0.31952380952380965,-1.5835714285714286,-1.2502380952380954
refused,0.19353535353535323,-0.9360606060606061,-0.05121212121212037
explosive,-0.5618750000000002,0.0612500000000002,-5.923125
oregon,-1.0241666666666667,-0.7495833333333329,-1.8016666666666663
abroad,0.993535353535353,1.494242424242424,3.791212121212119
onesubsea,0.576842105263158,-0.29315789473684195,-9.219473684210527
oxide,-0.29000000000000015,0.7270000000000002,5.109000000000001
swingline,-1.8997802197802192,-2.4086813186813183,-1.8218681318681311
nebraska,-1.4056565656565654,-2.217474747474747,-1.1871717171717164
attain,-0.654,-1.3049999999999997,-2.5510000000000006
overseeing,-0.8474725274725275,0.23285714285714323,0.8064835164835171
nuclear,-0.01200000000000019,-0.5889999999999999,-3.823
contest,-0.7520000000000002,0.31266666666666665,0.3766666666666671
certiorari,-1.0360000000000003,-1.237,-0.8489999999999998
burrup,-0.4126315789473681,1.033157894736843,6.222631578947374
wrench,2.4926315789473703,1.8121052631578949,-3.714210526315793
irish,0.7475,1.239375,4.289375
relinquished,-0.234285714285714,0.5053846153846155,4.083406593406594
spe,0.5737499999999999,0.8733333333333332,2.35875
eleven,-0.6878431372549021,-0.554705882352941,-0.04882352941176491
downstreamequipmentmember,1.4977777777777774,2.507222222222222,2.8294444444444435
northseamember,-0.4126315789473681,1.033157894736843,6.222631578947374
illiquidity,-0.6373333333333336,-0.8886666666666662,0.8686666666666668
desire,-0.6210989010989012,-1.362747252747253,-1.1165934065934062
staffing,2.0262500000000006,2.101666666666666,4.937083333333334
handled,-1.904615384615385,-1.5100000000000002,-1.336373626373627
sinochem,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
headcount,0.8658333333333331,0.15374999999999994,-1.4150000000000003
accumulatedtranslationadjustmentmember,0.030707070707070648,-0.8760606060606055,-2.405353535353535
sgd,2.4926315789473703,1.8121052631578949,-3.714210526315793
scrutiny,-1.1019047619047622,-1.0211904761904766,-2.6521428571428576
candidate,0.9868749999999997,2.1293749999999996,-1.5393750000000002
coking,-1.3437362637362642,0.29021978021978034,3.7671428571428587
freeze,1.932929292929293,1.7528282828282828,3.245757575757574
remediated,-0.6971428571428576,-0.39738095238095256,1.2288095238095245
geology,2.298095238095239,1.7169047619047622,-0.7116666666666668
said,0.028686868686868764,1.2128282828282826,1.2087878787878792
exited,0.04499999999999978,-0.750416666666667,0.22875000000000012
substitution,-0.4138095238095241,-0.40690476190476255,-0.33071428571428596
riskour,-0.5085714285714288,-1.6174725274725281,1.7385714285714287
attempted,0.9806249999999994,-0.042500000000000204,1.8918749999999998
simplifies,-1.1280000000000001,-0.9859999999999999,-0.65
barrier,0.1721212121212122,0.16636363636363646,-4.350808080808079
oesc,-1.2021052631578943,-3.766842105263159,-2.356315789473685
virus,0.11215686274509779,-0.32333333333333325,-3.90764705882353
shortly,-2.492631578947368,-1.812105263157893,3.7142105263157883
andersen,0.2175000000000001,0.33166666666666694,1.3108333333333333
matched,-0.0519047619047619,-0.9116666666666667,-2.799761904761906
atos,0.576842105263158,-0.29315789473684195,-9.219473684210527
oooguruk,-0.1389473684210524,1.9173684210526336,-0.9668421052631586
advantaged,0.3054166666666666,0.1495833333333333,1.5724999999999996
otherinternationalmember,0.9225000000000001,1.3081249999999998,6.280000000000001
load,-0.4404166666666662,-1.0045833333333332,-0.16499999999999976
dubai,1.618571428571429,1.0330952380952385,-2.2645238095238107
combustion,-0.7498989898989897,-1.152222222222222,0.19121212121212142
withhold,-0.7052380952380953,1.0021428571428574,2.3140476190476202
assembled,0.6820000000000002,1.975,-0.30300000000000016
cooperate,-1.800000000000001,-1.2286666666666661,-2.698
flowing,0.3551515151515155,-0.3906060606060606,-1.7360606060606054
collecting,-1.2233333333333336,-0.6545238095238094,-3.311666666666668
stratigraphic,1.028686868686869,2.51989898989899,6.136060606060607
isolation,-1.3963636363636363,-1.744141414141413,-4.671414141414141
brinckerhoff,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
fulfilled,0.9931249999999999,0.5137500000000002,6.154374999999999
aa,0.36525252525252483,-0.4572727272727272,1.4235353535353539
verified,-0.9980000000000001,-0.9930000000000002,-1.2009999999999996
perpetual,-0.32416666666666705,-2.0058333333333334,-1.3974999999999993
nonguarantorsubsidiariesmember,-1.9626666666666661,-2.566,-0.9686666666666662
ratification,1.5226666666666666,2.0193333333333334,2.9633333333333347
subcontract,1.6133333333333333,1.813529411764706,-2.9707843137254915
interested,0.8559999999999994,-0.13266666666666685,1.3473333333333344
consumes,0.6381250000000002,-0.004375000000000054,-2.7012499999999995
facing,1.4298989898989902,0.4861616161616167,-2.3845454545454556
schroeder,4.9873684210526354,2.4226315789473705,7.706842105263166
welfare,-1.1209523809523816,-0.5997619047619048,-3.8069047619047636
oilgasandnglsalesmember,-1.002105263157895,0.8015789473684216,-0.4826315789473696
disclosing,1.2933333333333337,0.8883333333333334,2.4288095238095253
maya,-1.5552941176470598,-0.3394117647058827,2.6409803921568646
finalization,-0.8318750000000001,-1.4049999999999996,-3.3049999999999993
selecting,-0.3626666666666667,-1.124666666666667,-3.2659999999999987
preservation,-1.5793939393939396,-0.6598989898989895,-1.0740404040404044
participates,-0.9947252747252743,0.32956043956043946,2.3009890109890105
freight,-0.3705494505494506,0.5405494505494506,0.505384615384615
jim,0.10241758241758245,-0.4482417582417583,1.635274725274726
douglas,-0.6280000000000001,-0.993,-4.502999999999999
food,0.15523809523809506,-0.7283333333333336,-0.5092857142857146
opposition,-0.5226666666666668,-1.3513333333333337,1.3500000000000014
forecasting,0.88875,1.1745833333333333,2.5329166666666656
correlate,-0.8716666666666666,-1.3525,-1.904583333333333
sublimit,-1.88375,-3.0793749999999993,-5.4075
adjusts,-0.5640404040404039,-0.5562626262626259,1.6477777777777771
natuna,0.10687500000000014,1.533125,2.53
experiencing,-1.6256249999999997,-1.2331249999999991,-4.1206249999999995
euribor,0.20156862745098073,-0.04921568627451021,-4.7982352941176485
altura,1.6610526315789482,-0.24052631578947387,4.138421052631582
vulnerable,0.8181249999999998,0.3449999999999999,-1.7300000000000006
marginal,0.707619047619048,-0.9402380952380954,-3.5878571428571435
montney,0.6133333333333336,1.7390196078431381,5.10764705882353
compressed,-0.07313131313131319,-0.3421212121212122,1.825555555555555
rigorous,0.11676767676767674,1.3346464646464644,4.482121212121211
utreg,-0.10499999999999997,0.047500000000000056,5.0475
overnight,-1.1079999999999999,-1.1249999999999998,-0.3549999999999999
triton,-1.2933333333333337,-0.8573809523809524,-3.9240476190476206
windstorm,-1.564761904761905,-0.2764285714285716,1.2283333333333335
sustainability,-1.4506249999999996,-0.4956249999999994,-1.3362500000000013
contributory,0.7845833333333333,-1.1170833333333332,-0.47124999999999967
actuary,-0.1362500000000003,-0.05874999999999989,-0.4212500000000001
ordering,-0.3591919191919196,-0.14676767676767674,-2.6396969696969697
netherland,-0.44533333333333364,-0.06999999999999973,-0.963333333333333
eia,0.08285714285714268,1.1450000000000002,2.7235714285714296
sewell,-0.44533333333333364,-0.06999999999999973,-0.963333333333333
nonregulatedservicecommodityconsiderationmember,-0.7915789473684218,-3.977368421052632,-7.461578947368422
